comment_sentence_id,class,category,comment_sentence,partition,instance_type,outlier
1751,CategoricalIndex,Expand,if an explicit ordered true is given but no categories and the,0,1,0
1751,CategoricalIndex,Parameters,if an explicit ordered true is given but no categories and the,0,0,0
1751,CategoricalIndex,Summary,if an explicit ordered true is given but no categories and the,0,0,0
1751,CategoricalIndex,Usage,if an explicit ordered true is given but no categories and the,0,1,0
1757,CategoricalIndex,DevelopmentNotes,notes,0,1,0
1757,CategoricalIndex,Expand,notes,0,0,0
1757,CategoricalIndex,Parameters,notes,0,0,0
1757,CategoricalIndex,Summary,notes,0,0,0
1757,CategoricalIndex,Usage,notes,0,0,0
1758,CategoricalIndex,DevelopmentNotes,see the user guide,0,1,0
1758,CategoricalIndex,Expand,see the user guide,0,0,0
1758,CategoricalIndex,Parameters,see the user guide,0,0,0
1758,CategoricalIndex,Summary,see the user guide,0,0,0
1758,CategoricalIndex,Usage,see the user guide,0,0,0
1759,CategoricalIndex,DevelopmentNotes,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,1,0
1759,CategoricalIndex,Expand,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,0,0
1759,CategoricalIndex,Parameters,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,0,0
1759,CategoricalIndex,Summary,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,0,0
1759,CategoricalIndex,Usage,http pandas^pydata.org pandas docs stable user guide advanced^html#categoricalindex,0,0,0
1760,CategoricalIndex,DevelopmentNotes,for more.,0,1,0
1760,CategoricalIndex,Expand,for more.,0,0,0
1760,CategoricalIndex,Parameters,for more.,0,0,0
1760,CategoricalIndex,Summary,for more.,0,0,0
1760,CategoricalIndex,Usage,for more.,0,0,0
1761,CategoricalIndex,DevelopmentNotes,examples,0,0,0
1761,CategoricalIndex,Expand,examples,0,0,0
1761,CategoricalIndex,Parameters,examples,0,0,0
1761,CategoricalIndex,Summary,examples,0,0,0
1761,CategoricalIndex,Usage,examples,0,1,0
1762,CategoricalIndex,DevelopmentNotes,"pd^categoricalindex a , b , c , a , b , c",0,0,0
1762,CategoricalIndex,Expand,"pd^categoricalindex a , b , c , a , b , c",0,0,0
1762,CategoricalIndex,Parameters,"pd^categoricalindex a , b , c , a , b , c",0,0,0
1762,CategoricalIndex,Summary,"pd^categoricalindex a , b , c , a , b , c",0,0,0
1762,CategoricalIndex,Usage,"pd^categoricalindex a , b , c , a , b , c",0,1,0
1763,CategoricalIndex,DevelopmentNotes,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1763,CategoricalIndex,Expand,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,1,0
1763,CategoricalIndex,Parameters,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1763,CategoricalIndex,Summary,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1763,CategoricalIndex,Usage,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,1,0
1764,CategoricalIndex,DevelopmentNotes,categoricalindex can also be instantiated from a categorical,0,0,0
1764,CategoricalIndex,Expand,categoricalindex can also be instantiated from a categorical,0,0,0
1764,CategoricalIndex,Parameters,categoricalindex can also be instantiated from a categorical,0,0,0
1764,CategoricalIndex,Summary,categoricalindex can also be instantiated from a categorical,0,0,0
1764,CategoricalIndex,Usage,categoricalindex can also be instantiated from a categorical,0,1,0
1765,CategoricalIndex,DevelopmentNotes,"c pd^categorical a , b , c , a , b , c",0,0,0
1765,CategoricalIndex,Expand,"c pd^categorical a , b , c , a , b , c",0,0,0
1765,CategoricalIndex,Parameters,"c pd^categorical a , b , c , a , b , c",0,0,0
1765,CategoricalIndex,Summary,"c pd^categorical a , b , c , a , b , c",0,0,0
1765,CategoricalIndex,Usage,"c pd^categorical a , b , c , a , b , c",0,1,0
1766,CategoricalIndex,DevelopmentNotes,pd^categoricalindex c,0,0,0
1766,CategoricalIndex,Expand,pd^categoricalindex c,0,0,0
1766,CategoricalIndex,Parameters,pd^categoricalindex c,0,0,0
1766,CategoricalIndex,Summary,pd^categoricalindex c,0,0,0
1766,CategoricalIndex,Usage,pd^categoricalindex c,0,1,0
1767,CategoricalIndex,DevelopmentNotes,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1767,CategoricalIndex,Expand,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,1,0
1767,CategoricalIndex,Parameters,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1767,CategoricalIndex,Summary,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,0,0
1767,CategoricalIndex,Usage,"categoricalindex a , b , c , a , b , c , categories a , b , c , ordered false, dtype category # noqa",0,1,0
1768,CategoricalIndex,DevelopmentNotes,ordered categoricalindex can have a min and max value.,0,0,0
1768,CategoricalIndex,Expand,ordered categoricalindex can have a min and max value.,0,1,0
1768,CategoricalIndex,Parameters,ordered categoricalindex can have a min and max value.,0,0,0
1768,CategoricalIndex,Summary,ordered categoricalindex can have a min and max value.,0,0,0
1768,CategoricalIndex,Usage,ordered categoricalindex can have a min and max value.,0,1,0
1769,CategoricalIndex,DevelopmentNotes,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,",0,0,0
1769,CategoricalIndex,Expand,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,",0,1,0
1769,CategoricalIndex,Parameters,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,",0,0,0
1769,CategoricalIndex,Summary,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,",0,0,0
1769,CategoricalIndex,Usage,"ci pd^categoricalindex a , b , c , a , b , c , ordered true,",0,0,0
1770,CategoricalIndex,DevelopmentNotes,"categories c , b , a",0,0,0
1770,CategoricalIndex,Expand,"categories c , b , a",0,1,0
1770,CategoricalIndex,Parameters,"categories c , b , a",0,0,0
1770,CategoricalIndex,Summary,"categories c , b , a",0,0,0
1770,CategoricalIndex,Usage,"categories c , b , a",0,1,0
1771,CategoricalIndex,DevelopmentNotes,ci,0,0,0
1771,CategoricalIndex,Expand,ci,0,0,0
1771,CategoricalIndex,Parameters,ci,0,0,0
1771,CategoricalIndex,Summary,ci,0,0,0
1771,CategoricalIndex,Usage,ci,0,1,0
1772,CategoricalIndex,DevelopmentNotes,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",0,0,0
1772,CategoricalIndex,Expand,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",0,1,0
1772,CategoricalIndex,Parameters,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",0,0,0
1772,CategoricalIndex,Summary,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",0,0,0
1772,CategoricalIndex,Usage,"categoricalindex a , b , c , a , b , c , categories c , b , a , ordered true, dtype category # noqa",0,0,0
1774,CategoricalIndex,DevelopmentNotes,c,0,0,0
1774,CategoricalIndex,Expand,c,0,0,0
1774,CategoricalIndex,Parameters,c,0,0,0
1774,CategoricalIndex,Summary,c,0,0,0
1774,CategoricalIndex,Usage,c,0,1,0
1838,CythonCommand,DevelopmentNotes,custom distutils command subclassed from cython^distutils.build ext,0,0,0
1838,CythonCommand,Expand,custom distutils command subclassed from cython^distutils.build ext,0,0,0
1838,CythonCommand,Parameters,custom distutils command subclassed from cython^distutils.build ext,0,0,0
1838,CythonCommand,Summary,custom distutils command subclassed from cython^distutils.build ext,0,1,0
1838,CythonCommand,Usage,custom distutils command subclassed from cython^distutils.build ext,0,0,0
1839,CythonCommand,DevelopmentNotes,"to compile pyx c, and stop there.",0,0,0
1839,CythonCommand,Expand,"to compile pyx c, and stop there.",0,0,0
1839,CythonCommand,Parameters,"to compile pyx c, and stop there.",0,0,0
1839,CythonCommand,Summary,"to compile pyx c, and stop there.",0,1,0
1839,CythonCommand,Usage,"to compile pyx c, and stop there.",0,0,0
1844,DataIndexableCol,DevelopmentNotes,represent a data column that can be indexed,0,0,0
1844,DataIndexableCol,Expand,represent a data column that can be indexed,0,0,0
1844,DataIndexableCol,Parameters,represent a data column that can be indexed,0,0,0
1844,DataIndexableCol,Summary,represent a data column that can be indexed,0,1,0
1844,DataIndexableCol,Usage,represent a data column that can be indexed,0,0,0
1846,ExcelFile,DevelopmentNotes,class for parsing tabular excel sheets into dataframe objects.,0,0,0
1846,ExcelFile,Expand,class for parsing tabular excel sheets into dataframe objects.,0,0,0
1846,ExcelFile,Parameters,class for parsing tabular excel sheets into dataframe objects.,0,0,0
1846,ExcelFile,Summary,class for parsing tabular excel sheets into dataframe objects.,0,1,0
1846,ExcelFile,Usage,class for parsing tabular excel sheets into dataframe objects.,0,0,0
1847,ExcelFile,DevelopmentNotes,uses xlrd.,0,1,0
1847,ExcelFile,Expand,uses xlrd.,0,0,0
1847,ExcelFile,Parameters,uses xlrd.,0,0,0
1847,ExcelFile,Summary,uses xlrd.,0,0,0
1847,ExcelFile,Usage,uses xlrd.,0,0,0
1848,ExcelFile,DevelopmentNotes,see read excel for more documentation,0,1,0
1848,ExcelFile,Expand,see read excel for more documentation,0,0,0
1848,ExcelFile,Parameters,see read excel for more documentation,0,0,0
1848,ExcelFile,Summary,see read excel for more documentation,0,0,0
1848,ExcelFile,Usage,see read excel for more documentation,0,0,0
1849,ExcelFile,DevelopmentNotes,parameters,0,0,0
1849,ExcelFile,Expand,parameters,0,0,0
1849,ExcelFile,Parameters,parameters,1,1,0
1849,ExcelFile,Summary,parameters,0,0,0
1849,ExcelFile,Usage,parameters,0,0,0
1850,ExcelFile,DevelopmentNotes,"io str, path object pathlib^path or py.",0,0,0
1850,ExcelFile,Expand,"io str, path object pathlib^path or py.",0,0,0
1850,ExcelFile,Parameters,"io str, path object pathlib^path or py.",1,1,0
1850,ExcelFile,Summary,"io str, path object pathlib^path or py.",0,0,0
1850,ExcelFile,Usage,"io str, path object pathlib^path or py.",0,0,0
1851,ExcelFile,DevelopmentNotes,"path^local.localpath ,",0,0,0
1851,ExcelFile,Expand,"path^local.localpath ,",0,0,0
1851,ExcelFile,Parameters,"path^local.localpath ,",1,1,0
1851,ExcelFile,Summary,"path^local.localpath ,",0,0,0
1851,ExcelFile,Usage,"path^local.localpath ,",0,0,0
1852,ExcelFile,DevelopmentNotes,"a file like object, xlrd workbook or openpypl workbook.",0,0,0
1852,ExcelFile,Expand,"a file like object, xlrd workbook or openpypl workbook.",0,0,0
1852,ExcelFile,Parameters,"a file like object, xlrd workbook or openpypl workbook.",0,1,0
1852,ExcelFile,Summary,"a file like object, xlrd workbook or openpypl workbook.",0,0,0
1852,ExcelFile,Usage,"a file like object, xlrd workbook or openpypl workbook.",0,0,0
1853,ExcelFile,DevelopmentNotes,"if a string or path object, expected to be a path to xls, xlsx or odf file.",0,0,0
1853,ExcelFile,Expand,"if a string or path object, expected to be a path to xls, xlsx or odf file.",0,0,0
1853,ExcelFile,Parameters,"if a string or path object, expected to be a path to xls, xlsx or odf file.",1,1,0
1853,ExcelFile,Summary,"if a string or path object, expected to be a path to xls, xlsx or odf file.",0,0,0
1853,ExcelFile,Usage,"if a string or path object, expected to be a path to xls, xlsx or odf file.",0,0,0
1854,ExcelFile,DevelopmentNotes,"engine str, default none",0,0,0
1854,ExcelFile,Expand,"engine str, default none",0,0,0
1854,ExcelFile,Parameters,"engine str, default none",0,1,0
1854,ExcelFile,Summary,"engine str, default none",0,0,0
1854,ExcelFile,Usage,"engine str, default none",0,0,0
1855,ExcelFile,DevelopmentNotes,"if io is not a buffer or path, this must be set to identify io.",0,0,0
1855,ExcelFile,Expand,"if io is not a buffer or path, this must be set to identify io.",0,0,0
1855,ExcelFile,Parameters,"if io is not a buffer or path, this must be set to identify io.",1,1,0
1855,ExcelFile,Summary,"if io is not a buffer or path, this must be set to identify io.",0,0,0
1855,ExcelFile,Usage,"if io is not a buffer or path, this must be set to identify io.",0,0,0
1856,ExcelFile,DevelopmentNotes,"acceptable values are none, xlrd , openpyxl or odf .",0,0,0
1856,ExcelFile,Expand,"acceptable values are none, xlrd , openpyxl or odf .",0,0,0
1856,ExcelFile,Parameters,"acceptable values are none, xlrd , openpyxl or odf .",0,1,0
1856,ExcelFile,Summary,"acceptable values are none, xlrd , openpyxl or odf .",0,0,0
1856,ExcelFile,Usage,"acceptable values are none, xlrd , openpyxl or odf .",0,0,0
1857,ExcelFile,DevelopmentNotes,note that odf reads tables out of opendocument formatted files.,0,0,0
1857,ExcelFile,Expand,note that odf reads tables out of opendocument formatted files.,0,0,0
1857,ExcelFile,Parameters,note that odf reads tables out of opendocument formatted files.,1,1,0
1857,ExcelFile,Summary,note that odf reads tables out of opendocument formatted files.,0,0,0
1857,ExcelFile,Usage,note that odf reads tables out of opendocument formatted files.,0,0,0
1870,Holiday,DevelopmentNotes,class that defines a holiday with start end dates and rules,0,0,0
1870,Holiday,Expand,class that defines a holiday with start end dates and rules,0,0,0
1870,Holiday,Parameters,class that defines a holiday with start end dates and rules,0,0,0
1870,Holiday,Summary,class that defines a holiday with start end dates and rules,0,1,0
1870,Holiday,Usage,class that defines a holiday with start end dates and rules,0,0,0
1871,Holiday,DevelopmentNotes,for observance.,0,0,0
1871,Holiday,Expand,for observance.,0,0,0
1871,Holiday,Parameters,for observance.,0,0,0
1871,Holiday,Summary,for observance.,1,1,0
1871,Holiday,Usage,for observance.,0,0,0
1874,IntegerArray,DevelopmentNotes,array of integer optional missing values.,0,0,0
1874,IntegerArray,Expand,array of integer optional missing values.,0,0,0
1874,IntegerArray,Parameters,array of integer optional missing values.,0,0,0
1874,IntegerArray,Summary,array of integer optional missing values.,0,1,0
1874,IntegerArray,Usage,array of integer optional missing values.,0,0,0
1877,IntegerArray,DevelopmentNotes,"integerarray is currently experimental, and its api or internal",0,0,0
1877,IntegerArray,Expand,"integerarray is currently experimental, and its api or internal",0,1,0
1877,IntegerArray,Parameters,"integerarray is currently experimental, and its api or internal",0,0,0
1877,IntegerArray,Summary,"integerarray is currently experimental, and its api or internal",0,0,0
1877,IntegerArray,Usage,"integerarray is currently experimental, and its api or internal",0,1,0
1879,IntegerArray,DevelopmentNotes,we represent an integerarray with 2 numpy arrays,0,1,0
1879,IntegerArray,Expand,we represent an integerarray with 2 numpy arrays,0,0,0
1879,IntegerArray,Parameters,we represent an integerarray with 2 numpy arrays,0,0,0
1879,IntegerArray,Summary,we represent an integerarray with 2 numpy arrays,0,0,0
1879,IntegerArray,Usage,we represent an integerarray with 2 numpy arrays,0,1,0
1880,IntegerArray,DevelopmentNotes,data contains a numpy integer array of the appropriate dtype,1,1,0
1880,IntegerArray,Expand,data contains a numpy integer array of the appropriate dtype,1,1,0
1880,IntegerArray,Parameters,data contains a numpy integer array of the appropriate dtype,0,0,0
1880,IntegerArray,Summary,data contains a numpy integer array of the appropriate dtype,0,0,0
1880,IntegerArray,Usage,data contains a numpy integer array of the appropriate dtype,0,0,0
1881,IntegerArray,DevelopmentNotes,"mask a boolean array holding a mask on the data, true is missing",1,1,0
1881,IntegerArray,Expand,"mask a boolean array holding a mask on the data, true is missing",0,1,0
1881,IntegerArray,Parameters,"mask a boolean array holding a mask on the data, true is missing",0,0,0
1881,IntegerArray,Summary,"mask a boolean array holding a mask on the data, true is missing",0,0,0
1881,IntegerArray,Usage,"mask a boolean array holding a mask on the data, true is missing",0,0,0
1882,IntegerArray,DevelopmentNotes,"to construct an integerarray from generic array like input, use",1,1,0
1882,IntegerArray,Expand,"to construct an integerarray from generic array like input, use",0,0,0
1882,IntegerArray,Parameters,"to construct an integerarray from generic array like input, use",0,0,0
1882,IntegerArray,Summary,"to construct an integerarray from generic array like input, use",0,0,0
1882,IntegerArray,Usage,"to construct an integerarray from generic array like input, use",0,0,0
1883,IntegerArray,DevelopmentNotes,func pandas^array with one of the integer dtypes see examples .,0,1,0
1883,IntegerArray,Expand,func pandas^array with one of the integer dtypes see examples .,1,1,0
1883,IntegerArray,Parameters,func pandas^array with one of the integer dtypes see examples .,0,0,0
1883,IntegerArray,Summary,func pandas^array with one of the integer dtypes see examples .,0,0,0
1883,IntegerArray,Usage,func pandas^array with one of the integer dtypes see examples .,0,1,0
1885,IntegerArray,DevelopmentNotes,parameters,0,0,0
1885,IntegerArray,Expand,parameters,0,0,0
1885,IntegerArray,Parameters,parameters,0,1,0
1885,IntegerArray,Summary,parameters,0,0,0
1885,IntegerArray,Usage,parameters,0,0,0
1886,IntegerArray,DevelopmentNotes,values numpy^ndarray,0,0,0
1886,IntegerArray,Expand,values numpy^ndarray,0,0,0
1886,IntegerArray,Parameters,values numpy^ndarray,1,1,0
1886,IntegerArray,Summary,values numpy^ndarray,0,0,0
1886,IntegerArray,Usage,values numpy^ndarray,0,0,0
1887,IntegerArray,DevelopmentNotes,a 1 d integer dtype array.,0,0,0
1887,IntegerArray,Expand,a 1 d integer dtype array.,0,0,0
1887,IntegerArray,Parameters,a 1 d integer dtype array.,0,1,0
1887,IntegerArray,Summary,a 1 d integer dtype array.,0,0,0
1887,IntegerArray,Usage,a 1 d integer dtype array.,0,0,0
1888,IntegerArray,DevelopmentNotes,mask numpy^ndarray,0,0,0
1888,IntegerArray,Expand,mask numpy^ndarray,0,0,0
1888,IntegerArray,Parameters,mask numpy^ndarray,1,1,0
1888,IntegerArray,Summary,mask numpy^ndarray,0,0,0
1888,IntegerArray,Usage,mask numpy^ndarray,0,0,0
1889,IntegerArray,DevelopmentNotes,a 1 d boolean dtype array indicating missing values.,0,0,0
1889,IntegerArray,Expand,a 1 d boolean dtype array indicating missing values.,0,0,0
1889,IntegerArray,Parameters,a 1 d boolean dtype array indicating missing values.,0,1,0
1889,IntegerArray,Summary,a 1 d boolean dtype array indicating missing values.,0,0,0
1889,IntegerArray,Usage,a 1 d boolean dtype array indicating missing values.,0,0,0
1890,IntegerArray,DevelopmentNotes,"copy bool, default false",0,0,0
1890,IntegerArray,Expand,"copy bool, default false",0,0,0
1890,IntegerArray,Parameters,"copy bool, default false",1,1,0
1890,IntegerArray,Summary,"copy bool, default false",0,0,0
1890,IntegerArray,Usage,"copy bool, default false",0,0,0
1891,IntegerArray,DevelopmentNotes,whether to copy the values and mask .,0,0,0
1891,IntegerArray,Expand,whether to copy the values and mask .,0,0,0
1891,IntegerArray,Parameters,whether to copy the values and mask .,0,1,0
1891,IntegerArray,Summary,whether to copy the values and mask .,0,0,0
1891,IntegerArray,Usage,whether to copy the values and mask .,0,0,0
1892,IntegerArray,DevelopmentNotes,attributes,0,0,0
1892,IntegerArray,Expand,attributes,0,1,0
1892,IntegerArray,Parameters,attributes,0,0,0
1892,IntegerArray,Summary,attributes,0,0,0
1892,IntegerArray,Usage,attributes,0,0,0
1893,IntegerArray,DevelopmentNotes,none,0,0,0
1893,IntegerArray,Expand,none,1,1,0
1893,IntegerArray,Parameters,none,0,0,0
1893,IntegerArray,Summary,none,0,0,0
1893,IntegerArray,Usage,none,0,0,0
1894,IntegerArray,DevelopmentNotes,methods,0,0,0
1894,IntegerArray,Expand,methods,0,1,0
1894,IntegerArray,Parameters,methods,0,0,0
1894,IntegerArray,Summary,methods,0,0,0
1894,IntegerArray,Usage,methods,0,0,0
1895,IntegerArray,DevelopmentNotes,none,0,0,0
1895,IntegerArray,Expand,none,1,1,0
1895,IntegerArray,Parameters,none,0,0,0
1895,IntegerArray,Summary,none,0,0,0
1895,IntegerArray,Usage,none,0,0,0
1896,IntegerArray,DevelopmentNotes,returns,0,0,0
1896,IntegerArray,Expand,returns,0,1,0
1896,IntegerArray,Parameters,returns,0,0,0
1896,IntegerArray,Summary,returns,0,0,0
1896,IntegerArray,Usage,returns,0,0,0
1897,IntegerArray,DevelopmentNotes,integerarray,0,0,0
1897,IntegerArray,Expand,integerarray,1,1,0
1897,IntegerArray,Parameters,integerarray,0,0,0
1897,IntegerArray,Summary,integerarray,0,0,0
1897,IntegerArray,Usage,integerarray,0,1,0
1898,IntegerArray,DevelopmentNotes,examples,0,0,0
1898,IntegerArray,Expand,examples,0,0,0
1898,IntegerArray,Parameters,examples,0,0,0
1898,IntegerArray,Summary,examples,0,0,0
1898,IntegerArray,Usage,examples,0,1,0
1899,IntegerArray,DevelopmentNotes,create an integerarray with func pandas^array .,0,0,0
1899,IntegerArray,Expand,create an integerarray with func pandas^array .,0,1,0
1899,IntegerArray,Parameters,create an integerarray with func pandas^array .,0,0,0
1899,IntegerArray,Summary,create an integerarray with func pandas^array .,0,0,0
1899,IntegerArray,Usage,create an integerarray with func pandas^array .,0,0,0
1900,IntegerArray,DevelopmentNotes,"int array pd^array 1, none, 3 , dtype pd^int32dtype",0,0,0
1900,IntegerArray,Expand,"int array pd^array 1, none, 3 , dtype pd^int32dtype",0,1,0
1900,IntegerArray,Parameters,"int array pd^array 1, none, 3 , dtype pd^int32dtype",0,0,0
1900,IntegerArray,Summary,"int array pd^array 1, none, 3 , dtype pd^int32dtype",0,0,0
1900,IntegerArray,Usage,"int array pd^array 1, none, 3 , dtype pd^int32dtype",0,1,0
1901,IntegerArray,DevelopmentNotes,int array,0,0,0
1901,IntegerArray,Expand,int array,0,0,0
1901,IntegerArray,Parameters,int array,0,0,0
1901,IntegerArray,Summary,int array,0,0,0
1901,IntegerArray,Usage,int array,0,1,0
1902,IntegerArray,DevelopmentNotes,integerarray,0,0,0
1902,IntegerArray,Expand,integerarray,1,1,0
1902,IntegerArray,Parameters,integerarray,0,0,0
1902,IntegerArray,Summary,integerarray,0,0,0
1902,IntegerArray,Usage,integerarray,0,1,0
1903,IntegerArray,DevelopmentNotes,"1, nan, 3",0,0,0
1903,IntegerArray,Expand,"1, nan, 3",0,0,0
1903,IntegerArray,Parameters,"1, nan, 3",0,0,0
1903,IntegerArray,Summary,"1, nan, 3",0,0,0
1903,IntegerArray,Usage,"1, nan, 3",0,1,0
1904,IntegerArray,DevelopmentNotes,"length 3, dtype int32",0,0,0
1904,IntegerArray,Expand,"length 3, dtype int32",0,0,0
1904,IntegerArray,Parameters,"length 3, dtype int32",0,0,0
1904,IntegerArray,Summary,"length 3, dtype int32",0,0,0
1904,IntegerArray,Usage,"length 3, dtype int32",0,1,0
1905,IntegerArray,DevelopmentNotes,string aliases for the dtypes are also available.,0,0,0
1905,IntegerArray,Expand,string aliases for the dtypes are also available.,0,0,0
1905,IntegerArray,Parameters,string aliases for the dtypes are also available.,0,0,0
1905,IntegerArray,Summary,string aliases for the dtypes are also available.,0,0,0
1905,IntegerArray,Usage,string aliases for the dtypes are also available.,0,1,0
1906,IntegerArray,DevelopmentNotes,they are capitalized.,0,0,0
1906,IntegerArray,Expand,they are capitalized.,0,0,0
1906,IntegerArray,Parameters,they are capitalized.,0,0,0
1906,IntegerArray,Summary,they are capitalized.,0,0,0
1906,IntegerArray,Usage,they are capitalized.,0,1,0
1907,IntegerArray,DevelopmentNotes,"pd^array 1, none, 3 , dtype int32",0,0,0
1907,IntegerArray,Expand,"pd^array 1, none, 3 , dtype int32",0,1,0
1907,IntegerArray,Parameters,"pd^array 1, none, 3 , dtype int32",0,0,0
1907,IntegerArray,Summary,"pd^array 1, none, 3 , dtype int32",0,0,0
1907,IntegerArray,Usage,"pd^array 1, none, 3 , dtype int32",0,1,0
1908,IntegerArray,DevelopmentNotes,integerarray,0,0,0
1908,IntegerArray,Expand,integerarray,0,1,0
1908,IntegerArray,Parameters,integerarray,0,0,0
1908,IntegerArray,Summary,integerarray,0,0,0
1908,IntegerArray,Usage,integerarray,0,1,0
1909,IntegerArray,DevelopmentNotes,"1, nan, 3",0,0,0
1909,IntegerArray,Expand,"1, nan, 3",0,0,0
1909,IntegerArray,Parameters,"1, nan, 3",0,0,0
1909,IntegerArray,Summary,"1, nan, 3",0,0,0
1909,IntegerArray,Usage,"1, nan, 3",0,1,0
1910,IntegerArray,DevelopmentNotes,"length 3, dtype int32",0,0,0
1910,IntegerArray,Expand,"length 3, dtype int32",0,0,0
1910,IntegerArray,Parameters,"length 3, dtype int32",0,0,0
1910,IntegerArray,Summary,"length 3, dtype int32",0,0,0
1910,IntegerArray,Usage,"length 3, dtype int32",0,1,0
1911,IntegerArray,DevelopmentNotes,"pd^array 1, none, 3 , dtype uint16",0,0,0
1911,IntegerArray,Expand,"pd^array 1, none, 3 , dtype uint16",0,1,0
1911,IntegerArray,Parameters,"pd^array 1, none, 3 , dtype uint16",0,0,0
1911,IntegerArray,Summary,"pd^array 1, none, 3 , dtype uint16",0,0,0
1911,IntegerArray,Usage,"pd^array 1, none, 3 , dtype uint16",0,1,0
1912,IntegerArray,DevelopmentNotes,integerarray,0,0,0
1912,IntegerArray,Expand,integerarray,0,1,0
1912,IntegerArray,Parameters,integerarray,0,0,0
1912,IntegerArray,Summary,integerarray,0,0,0
1912,IntegerArray,Usage,integerarray,0,1,0
1913,IntegerArray,DevelopmentNotes,"1, nan, 3",0,0,0
1913,IntegerArray,Expand,"1, nan, 3",0,0,0
1913,IntegerArray,Parameters,"1, nan, 3",0,0,0
1913,IntegerArray,Summary,"1, nan, 3",0,0,0
1913,IntegerArray,Usage,"1, nan, 3",0,1,0
1914,IntegerArray,DevelopmentNotes,"length 3, dtype uint16",0,0,0
1914,IntegerArray,Expand,"length 3, dtype uint16",0,0,0
1914,IntegerArray,Parameters,"length 3, dtype uint16",0,0,0
1914,IntegerArray,Summary,"length 3, dtype uint16",0,0,0
1914,IntegerArray,Usage,"length 3, dtype uint16",0,1,0
1958,IntervalDtype,DevelopmentNotes,an extensiondtype for interval data.,0,0,0
1958,IntervalDtype,Expand,an extensiondtype for interval data.,0,0,0
1958,IntervalDtype,Parameters,an extensiondtype for interval data.,0,0,0
1958,IntervalDtype,Summary,an extensiondtype for interval data.,0,1,0
1958,IntervalDtype,Usage,an extensiondtype for interval data.,0,0,0
1959,IntervalDtype,DevelopmentNotes,"this is not an actual numpy dtype , but a duck type.",0,1,0
1959,IntervalDtype,Expand,"this is not an actual numpy dtype , but a duck type.",0,0,0
1959,IntervalDtype,Parameters,"this is not an actual numpy dtype , but a duck type.",0,0,0
1959,IntervalDtype,Summary,"this is not an actual numpy dtype , but a duck type.",0,0,0
1959,IntervalDtype,Usage,"this is not an actual numpy dtype , but a duck type.",0,0,0
1960,IntervalDtype,DevelopmentNotes,parameters,0,0,0
1960,IntervalDtype,Expand,parameters,0,0,0
1960,IntervalDtype,Parameters,parameters,0,1,0
1960,IntervalDtype,Summary,parameters,0,0,0
1960,IntervalDtype,Usage,parameters,0,0,0
1961,IntervalDtype,DevelopmentNotes,"subtype str, np^dtype",0,0,0
1961,IntervalDtype,Expand,"subtype str, np^dtype",0,1,0
1961,IntervalDtype,Parameters,"subtype str, np^dtype",0,1,0
1961,IntervalDtype,Summary,"subtype str, np^dtype",0,0,0
1961,IntervalDtype,Usage,"subtype str, np^dtype",0,0,0
1962,IntervalDtype,DevelopmentNotes,the dtype of the interval bounds.,0,0,0
1962,IntervalDtype,Expand,the dtype of the interval bounds.,0,0,0
1962,IntervalDtype,Parameters,the dtype of the interval bounds.,0,1,0
1962,IntervalDtype,Summary,the dtype of the interval bounds.,0,0,0
1962,IntervalDtype,Usage,the dtype of the interval bounds.,0,0,0
1963,IntervalDtype,DevelopmentNotes,attributes,0,0,0
1963,IntervalDtype,Expand,attributes,0,1,0
1963,IntervalDtype,Parameters,attributes,0,0,0
1963,IntervalDtype,Summary,attributes,0,0,0
1963,IntervalDtype,Usage,attributes,0,0,0
1964,IntervalDtype,DevelopmentNotes,subtype,0,0,0
1964,IntervalDtype,Expand,subtype,0,1,0
1964,IntervalDtype,Parameters,subtype,0,0,0
