comment_sentence_id,class,category,category_encoded,partition,processed_text
1958,IntervalDtype,Summary,3,0,extensiondtype interval data actual numpy dtype duck type parameter subtype str np dtype dtype interval bound attribute subtype method none example pd intervaldtype subtype int64 interval int64
403,InvalidBasesError,Summary,3,0,model base class resolved
3033,InvalidDateError,Summary,3,0,date field improperly specified
5931,InvalidHeader,Summary,3,1,header value provided somehow invalid
3035,InvalidHeaderError,Summary,3,0,exception invalid header
3037,InvalidVersion,Summary,3,0,invalid version found user refer pep 440
3037,InvalidVersion,Usage,4,0,invalid version found user refer pep 440
405,KMLSitemap,Summary,3,0,minimal hook produce kml sitemaps
3040,Kanji,Summary,3,0,unicode set kanji unicode character range
3042,Katakana,Summary,3,0,unicode set katakana unicode character range
3044,KeyType,Summary,3,0,type key key bare unquoted quoted using basic literal quote following escaping rule single line stringtype
5243,LBFGS,Summary,3,0,implement l bfgs algorithm heavily inspired minfunc note memory intensive optimizer requires additional param byte history size 1 byte fit memory try reducing history size use different algorithm argument lr float learning rate default 1 max iter int maximal number iteration per optimization step default 20 max eval int maximal number function evaluation per optimization step default max iter 125 tolerance grad float termination tolerance first order optimality default 1e 5 tolerance change float termination tolerance function value parameter change default 1e 9 history size int update history size default 100 line search fn str either strong wolfe none default none
3062,LRUCache,Summary,3,0,simple lru cache implementation fast small capacity something 1000 scale long used storage template harm
5235,LastNWindowCollector,Summary,3,0,collect last n sample input record complex data use packrecords pack using layer layer thread safe
1097,LazyEvaluate,DevelopmentNotes,0,0,used formatting string value need updated time current time working directory
407,ListMixin,Summary,3,0,base class provides complete list interface derived class must call listmixin init function implement following function get single external self return single item index general use index always satisfy 0 len self function get single internal self use within class optional note get single internal get single internal return different type object set list must distinguish two handle appropriately function set list self length item recreate entire object note item may generator call get single internal therefore necessary cache value temporary temp list item clobbering original storage function set single self value set single item index value optional left undefined mutation result rebuilding object using set list function len self return length int minlength minimum legal length optional int maxlength maximum legal length optional type tuple allowed type tuple allowed item type optional
1456,ListTags,Summary,3,0,list tag
3052,LockFailed,Summary,3,0,lock file creation failed reason try raise lockfailed except lockerror pas
465,LogoutThenLoginTests,Summary,3,0,test logout login view
1101,Magics,Summary,3,1,base class implementing magic function shell function reached function name make function easier type eg cd v cd class providing magic function need subclass class must use method decorator line magic cell magic decorate individual method magic function use class decorator magic class ensure magic method properly registered instance level upon instance initialization
1458,MailpileJinjaLoader,Summary,3,0,jinja2 template loader us mailpile configuration plugin system find template file
1462,MailpileMailbox,Summary,3,0,maildir class window using instead filename
1466,MailpileVFS,Summary,3,0,router object implement vfs interface delegating call individual implementation
467,MakeListTests,Expand,1,0,make list filter destroy existing escaping result escaped
471,ManagementForm,Summary,3,0,keep track many form instance displayed page
3072,Markup,Summary,3,0,string ready safely inserted html xml document either escaped marked safe passing object constructor convert text wrap mark safe without escaping escape text use meth escape class method instead markup hello em world em markup hello em world em markup 42 markup 42 markup escape hello em world em markup hello lt em gt world lt em gt implement html interface framework use passing object implement html wrap output method marking safe class foo def html self return href foo foo markup foo markup href foo foo subclass text type str python 3 unicode python 2 method type method escape argument return markup instance markup em em foo bar markup em foo amp bar em markup em hello em foo markup em hello em lt foo gt
3161,MemcachedBytecodeCache,Summary,3,0,class implement bytecode cache us memcache cache storing information enforce specific memcache library tummy memcache cmemcache accept class provides minimal interface required minimal interface client passed constructor class minimalclientinterface method set key value timeout store bytecode cache value string timeout timeout key timeout provided default timeout timeout assumed provided integer number second cache item exist method get key return value cache key item exist cache return value must none argument constructor prefix key added actual cache key timeout bytecode cache system recommend high timeout
476,MemcachedCache,Summary,3,0,implementation cache binding using python memcached
3222,MemoizedZipManifests,Summary,3,0,memoized zipfile manifest
478,MemoryFileUploadHandler,Summary,3,0,file upload handler stream uploads memory used small file
3224,MetadataMissingError,Summary,3,0,required metadata missing
3226,MethodDispatcher,Summary,3,0,dict 2 special property initiation key list set tuples converted multiple key accessing one item original list like object return matching value default value set default attribute
480,Migration,Summary,3,0,base class migration one following attribute operation list operation instance probably django db migration operation dependency list tuples app path migration name run list tuples app path migration name replaces list migration name
504,MigrationGraph,Summary,3,0,represent digraph migration project migration node dependency edge implicit dependency numbered migration numbering merely convention aid file listing migration file marked replacing another set migration support squash feature graph handler responsible instead code load examine migration file replaced migration either unapplied present ignore replaced one load replacing migration repoint dependency pointed replaced migration point replacing one node tuple app path migration name
538,MigrationLoader,Summary,3,1,load migration file disk status database initialization class scan directory open read python file looking class called migration inherit django db migration migration see django db migration migration look like migration marked replacing another set migration loaded separate set migration away main one migration replace either unapplied missing disk injected main set replacing named migration dependency pointer replaced migration pointed new migration mean class must also talk database well disk probably fine already operating memory
574,MigrationQuestioner,Summary,3,1,give autodetector response question might base class built noninteractive mode interactive subclass command line argument use
582,MigrationWriter,Summary,3,1,take migration instance able produce content migration file
586,ModelBase,Summary,3,1,metaclass model
588,ModelSignal,Summary,3,1,signal subclass allows sender lazily specified string app label modelname form
5287,Module,Summary,3,1,base class neural network module module also contain module allowing nest tree structure assign submodules regular attribute import torch nn nn import torch nn functional f class model nn module def init self super model self init self conv1 nn conv2d 1 20 5 self conv2 nn conv2d 20 20 5 def forward self x x f relu self conv1 x return f relu self conv2 x submodules assigned way registered parameter converted call meth etc
3240,Module_six_moves_urllib_parse,Summary,3,0,lazy loading moved object six move urllib parse
3242,Module_six_moves_urllib_request,Summary,3,0,lazy loading moved object six move urllib request
3244,Module_six_moves_urllib_response,Summary,3,0,lazy loading moved object six move urllib response
1470,MoveFilter,Summary,3,0,move auto tagging rule
3246,Mul,Summary,3,0,multiplies left right node
5322,MultiLabelMarginLoss,Summary,3,0,creates criterion optimizes multi class multi classification hinge loss margin based loss input math x 2d mini batch tensor output math 2d tensor target class index sample mini batch math text loss x sum ij frac max 0 1 x j x text x size 0 criterion considers contiguous block non negative target start front allows different sample variable amount target class args size average bool optional deprecated see attr reduction default loss averaged loss element batch note loss multiple element per sample field attr size average set false loss instead summed minibatch ignored reduce false default true reduce bool optional deprecated see attr reduction loss averaged summed observation minibatch depending attr size average attr reduce false return loss per batch element instead ignores attr size average default true reduction string optional specifies reduction apply output none mean sum none reduction applied mean sum output divided number element output sum output summed note attr size average attr reduce process deprecated meantime default mean input math c math n c n batch size c target math c math n c label target padded 1 ensuring shape input attr reduction none math n example loss nn multilabelmarginloss x torch floattensor 01 02 04 08 target consider label 3 0 label 1 torch longtensor 3 0 1 1 loss x 025 1 01 02 1 01 04 1 08 02 1 08 04 tensor 08500
592,MultiPartParser,Summary,3,1,rfc2388 multipart form data parser multivaluedict parse read input stream chunk size chunk return tuple multivaluedict post multivaluedict file
598,MultiValueDict,Summary,3,0,subclass dictionary customized handle multiple value key multivaluedict name adrian simon position developer name simon getlist name getlist doesnotexist get lastname nonexistent nonexistent setlist lastname holovaty willison class exists solve irritating problem raised cgi parse q return list every key even though web form submit single name value pair
633,MultiValueField,Summary,3,0,aggregate logic multiple field clean method take decompressed list value cleaned single value according self field value list cleaned corresponding field first value cleaned first field second value cleaned second field etc field cleaned list clean value compressed single value
654,MultiWidget,Summary,3,0,widget composed multiple widget addition value added widget get context widget add list subwidgets context widget subwidgets looped rendered like normal widget
1132,MyFrame,Summary,3,0,myframe show control wxpanel simple menu
663,MyModel,Summary,3,0,model subclass custom base using metaclass
3248,NativeEnvironment,Summary,3,0,environment render template native python type
665,NestedObjectsTests,Summary,3,0,test nestedobject utility collection
5426,NetModifier,Summary,3,1,abstraction class supporting modifying generated net inherited class implement modify net method related operator added net example usage modifier somenetmodifier opts modifier net
3252,NoMatch,Summary,3,0,token never match
3250,Node,Summary,3,0,represents item tree
1982,NonConsolidatableMixIn,Summary,3,0,hold method nonconsolidatable block
3254,NotAny,Summary,3,0,lookahead disallow matching given parse expression notany advance parsing position within input string verifies specified parse expression match current position also notany skip leading whitespace notany always return null token list may constructed using operator example map caselesskeyword split take care mistake keywords identifier ident word alpha boolean term optional ident crude boolean expression support parenthesis group operation hierarchy use infixnotation boolean expr boolean term zeroormore boolean term integer followed actually float integer word nums char
3294,NotMyLock,Summary,3,0,raised attempt made unlock file someone else locked try raise notmylock except unlockerror pas
1138,Obj,Summary,3,0,namespace hold arbitrary information
1472,OldPostingList,Summary,3,0,posting list map search term message id
5438,OneHotCategorical,Summary,3,0,creates one hot categorical distribution parameterized attr probs attr logits sample one hot coded vector size probs size 1 note attr probs must non negative finite non zero sum normalized sum 1 attr probs attr logits example onehotcategorical torch tensor 025 025 025 025 sample equal probability 0 1 2 3 tensor 0 0 0 1 args probs tensor event probability logits tensor event log probability
667,Operation,Summary,3,0,base class migration operation responsible mutating memory model state see db migration state py represent performs well actually performing live database
3385,Option,Summary,3,0,option usually optional value command line extra feature argument parameter passed onwards parameter constructor param show default control default value shown help page normally default shown value string show string instead value particularly useful dynamic option param show envvar control environment variable shown normally environment variable shown param prompt set true non empty string user prompted input set true prompt option name capitalized param confirmation prompt set value need confirmed prompted hidden user useful password input param flag force option act flag default auto detection param flag value value used flag enabled set boolean automatically option string contains slash mark two option param multiple set true argument accepted multiple time recorded similar nargs work support arbitrary number argument param count flag make option increment integer param allow autoenv enabled value parameter pulled environment variable case prefix defined context param help help string param hidden hide option help output
680,OverwritingStorage,Summary,3,0,overwrite existing file instead appending suffix generate unused name
3471,PacifyFlushWrapper,Expand,1,0,wrapper used catch suppress brokenpipeerrors resulting flush called broken pipe shutdown final gc python interpreter notably flush always called sys stdout sys stderr minimal impact cleanup code case underlying file broken pipe call attribute proxied
3471,PacifyFlushWrapper,Summary,3,0,wrapper used catch suppress brokenpipeerrors resulting flush called broken pipe shutdown final gc python interpreter notably flush always called sys stdout sys stderr minimal impact cleanup code case underlying file broken pipe call attribute proxied
3490,PackageIndex,Summary,3,0,represents package index provides easier access endpoint
685,ParentWithDependentChildren,Summary,3,0,model validation child foreign key relationship depends validation parent
3492,ParseError,Summary,3,0,error occurs parser encounter syntax error toml parsed
3499,ParseFatalException,DevelopmentNotes,0,1,user throwable exception thrown inconsistent parse content found stop parsing immediately
3505,ParseResultBytes,Summary,3,0,compatibility shim urlparse parseresultbytes object
3507,ParseResults,Summary,3,0,structured parse result provide multiple mean access parsed data list len result list index result 0 result 1 etc attribute result resultsname see class parserelement setresultsname example integer word nums date str integer setresultsname year integer setresultsname month integer setresultsname day equivalent form date str integer year integer month integer day parsestring return parseresults object result date str parsestring 1999 12 31 def test fn repr print fn eval test list result test result 0 test result month test result day test month result test minute result test result dump str print list result 1999 12 31 result 0 1999 result month 12 result day 31 month result true minute result false result dump 1999 12 31 day 31 month 12 year 1999
3503,ParserElement,Summary,3,0,abstract base level parser element class
3601,Path,Parameters,2,1,path type similar class file type performs different check first instead returning open file handle return filename secondly perform various basic check file directory param exists set true file directory need exist value valid required file indeed exist check silently skipped param file okay control file possible value param dir okay control directory possible value param readable true readable check performed param resolve path true path fully resolved value passed onwards mean expand tilde prefix supposed done shell param allow dash set true single dash indicate param path type optionally string type used represent path default none unicode depending make sense given
3601,Path,Summary,3,1,path type similar class file type performs different check first instead returning open file handle return filename secondly perform various basic check file directory param exists set true file directory need exist value valid required file indeed exist check silently skipped param file okay control file possible value param dir okay control directory possible value param readable true readable check performed param resolve path true path fully resolved value passed onwards mean expand tilde prefix supposed done shell param allow dash set true single dash indicate param path type optionally string type used represent path default none unicode depending make sense given
689,Permission,Summary,3,0,permission system provides way assign permission specific user group user permission system used django admin site may also useful code django admin site us permission follows add permission limit user ability view add form add object change permission limit user ability view change list view change form change object delete permission limit ability delete object view permission limit ability view object permission listed automatically created model
3663,PipError,Summary,3,1,base pip exception
1984,PlotAccessor,Parameters,2,0,make plot series dataframe us backend specified option plotting backend default matplotlib used parameter data series dataframe object method called x label position default none used data dataframe label position list label position default none allows plotting one column versus another used data dataframe kind str kind plot produce line line plot default bar vertical bar plot barh horizontal bar plot hist histogram box boxplot kde kernel density estimation plot density kde area area plot pie pie plot scatter scatter plot hexbin hexbin plot figsize tuple width height inch use index bool default true use index tick x axis title str list title use plot string passed print string top figure list passed subplots true print item list corresponding subplot grid bool default none matlab style default axis grid line legend bool reverse place legend axis subplots style list dict matplotlib line style per column logx bool sym default false use log scaling symlog scaling x axis versionchanged 025 0 logy bool sym default false use log scaling symlog scaling axis versionchanged 025 0 loglog bool sym default false use log scaling symlog scaling x ax versionchanged 025 0 xticks sequence value use xticks yticks sequence value use yticks xlim 2 tuple list ylim 2 tuple list rot int default none rotation tick xticks vertical yticks horizontal plot fontsize int default none font size xticks yticks colormap str matplotlib colormap object default none colormap select color string load colormap name matplotlib colorbar bool optional true plot colorbar relevant scatter hexbin plot position float specify relative alignment bar plot layout 0 left bottom end 1 right top end default 05 center table bool series dataframe default false true draw table using data dataframe data transposed meet matplotlib default layout series dataframe passed use passed data draw table yerr dataframe series array like dict str see ref plotting error bar visualization errorbars detail xerr dataframe series array like dict str equivalent yerr mark right bool default true using secondary axis automatically mark column label right legend include bool bool default false true boolean value plotted backend str default none backend use instead backend specified option plotting backend instance matplotlib alternatively specify plotting backend whole session set versionadded 10 0 kwargs option pas matplotlib plotting method return class matplotlib ax ax numpy ndarray backend default matplotlib one return value object returned backend note see matplotlib documentation online subject kind bar barh specify relative alignment bar plot layout position keyword 0 left bottom end 1 right top end default 05 center
1984,PlotAccessor,Summary,3,0,make plot series dataframe us backend specified option plotting backend default matplotlib used parameter data series dataframe object method called x label position default none used data dataframe label position list label position default none allows plotting one column versus another used data dataframe kind str kind plot produce line line plot default bar vertical bar plot barh horizontal bar plot hist histogram box boxplot kde kernel density estimation plot density kde area area plot pie pie plot scatter scatter plot hexbin hexbin plot figsize tuple width height inch use index bool default true use index tick x axis title str list title use plot string passed print string top figure list passed subplots true print item list corresponding subplot grid bool default none matlab style default axis grid line legend bool reverse place legend axis subplots style list dict matplotlib line style per column logx bool sym default false use log scaling symlog scaling x axis versionchanged 025 0 logy bool sym default false use log scaling symlog scaling axis versionchanged 025 0 loglog bool sym default false use log scaling symlog scaling x ax versionchanged 025 0 xticks sequence value use xticks yticks sequence value use yticks xlim 2 tuple list ylim 2 tuple list rot int default none rotation tick xticks vertical yticks horizontal plot fontsize int default none font size xticks yticks colormap str matplotlib colormap object default none colormap select color string load colormap name matplotlib colorbar bool optional true plot colorbar relevant scatter hexbin plot position float specify relative alignment bar plot layout 0 left bottom end 1 right top end default 05 center table bool series dataframe default false true draw table using data dataframe data transposed meet matplotlib default layout series dataframe passed use passed data draw table yerr dataframe series array like dict str see ref plotting error bar visualization errorbars detail xerr dataframe series array like dict str equivalent yerr mark right bool default true using secondary axis automatically mark column label right legend include bool bool default false true boolean value plotted backend str default none backend use instead backend specified option plotting backend instance matplotlib alternatively specify plotting backend whole session set versionadded 10 0 kwargs option pas matplotlib plotting method return class matplotlib ax ax numpy ndarray backend default matplotlib one return value object returned backend note see matplotlib documentation online subject kind bar barh specify relative alignment bar plot layout position keyword 0 left bottom end 1 right top end default 05 center
5464,Poisson,Summary,3,0,creates poisson distribution parameterized attr rate rate parameter sample nonnegative integer pmf given math example poisson torch tensor 4 sample tensor 3 args rate number tensor rate parameter
3665,PoolManager,Summary,3,0,allows arbitrary request transparently keeping track necessary connection pool param num pool number connection pool cache discarding least recently used pool param header header include request unless header given explicitly param connection pool kw additional parameter used create fresh class urllib3 connectionpool connectionpool instance example manager poolmanager num pool 2 r manager request get http google com r manager request get http yahoo com len manager pool
3699,PrefixLoader,Summary,3,0,loader passed dict loader loader bound prefix prefix delimited template slash per default changed setting delimiter argument something else loader prefixloader app1 packageloader mypackage app1 app2 packageloader mypackage app2 loading app1 index html file app1 package loaded loading app2 index html file second
5933,PreparedRequest,Summary,3,0,fully mutable class preparedrequest preparedrequest object containing exact byte sent server generated either class request request object manually usage import request req request request get http httpbin org get r req prepare r preparedrequest get request session send r response 200
3722,ProcessedTraceback,Summary,3,0,hold jinja preprocessed traceback printing reraising
723,ProxyModelInheritanceTests,Summary,3,0,proxy model inheritance across apps result migrate creating table proxied model described 12286 test creates two dummy apps call migrate verifies table created
3724,PyPIJSONLocator,Expand,1,0,locator us pypi json interface
5487,QuantWrapper,Summary,3,0,wrapper class wrap input module add quantstub dequantstub surround call module call quant dequant module used quantization utility function add quant dequant module convert function quantstub observer observes input tensor convert quantstub swapped nnq quantize actual quantization similarly dequantstub
731,RawPostDataException,Summary,3,0,cannot access raw post data request multipart post data accessed via post file etc
3728,ReadError,Summary,3,0,raised archive cannot read
742,RemoteTestRunner,Summary,3,0,run test record everything display anything
3730,Request,Summary,3,0,user created class request request object used prepare class preparedrequest preparedrequest sent server param method http method use param url url send param header dictionary header send param file dictionary filename fileobject file multipart upload param data body attach request dictionary list tuples key value provided form encoding take place param json json body attach request file data specified param params url parameter append url dictionary list tuples key value provided form encoding take place param auth auth handler user pas tuple param cooky dictionary cookiejar cooky attach request param hook dictionary callback hook internal usage usage import request req request request get http httpbin org get req prepare preparedrequest get
745,RequestFactoryEnvironmentTests,Expand,1,0,regression test 8551 17067 ensure environment variable set correctly requestfactory
745,RequestFactoryEnvironmentTests,Summary,3,0,regression test 8551 17067 ensure environment variable set correctly requestfactory
3780,RequirementUninstaller,Summary,3,0,context manager remove package inner block us uninstallpathset control workflow inner block exit correctly uninstallation committed otherwise rolled back
3778,RequirementsFileParseError,Summary,3,0,raised general error occurs parsing requirement file line
3788,RequiresPythonCache,Summary,3,0,cache candidate requires python information
5505,ResNetBuilder,Summary,3,1,helper class constructing residual block
1474,Rescan,Summary,3,1,add new message index
3790,Resource,Summary,3,0,class representing package resource data file normally instantiated user code rather class resourcefinder manages resource
3798,ResourceFinder,Summary,3,0,resource finder file system resource
3800,ResourceManager,Summary,3,0,manage resource extraction package
5957,Response,Summary,3,0,class response response object contains server response http request
3802,ResponseError,Usage,4,1,used container error reason supplied maxretryerror
3804,ResponseNotChunked,Usage,4,0,response need chunked order read chunk
3806,Retry,Summary,3,0,retry configuration retry attempt create new retry object updated value safely reused retries defined default pool retries retry connect 5 read 2 redirect 5 http poolmanager retries retries response http request get http example com per request override default pool retries disabled passing false param int total total number retries allow take precedence count set none remove constraint fall back count good idea set sensibly high value account unexpected edge case avoid infinite retry loop set 0 fail first retry set false disable imply raise redirect false param int connect many connection related error retry error raised request sent remote server set 0 fail first retry type param int read many time retry read error error raised request sent server request may side effect set 0 fail first retry type param int redirect many redirects perform limit avoid infinite redirect loop redirect http response status code 301 302 303 307 308 set 0 fail first retry type set false disable imply raise redirect false param int status many time retry bad status code retries made response status code match status forcelist set 0 fail first retry type param iterable method whitelist set uppercased http method verb retry default retry method considered idempotent multiple request parameter end state see attr retry default method whitelist set false value retry verb param iterable status forcelist set integer http status code force retry retry initiated request method method whitelist default disabled none param float backoff factor backoff factor apply attempt second try error resolved immediately second try without delay urllib3 sleep backoff factor 2 number total retries 1 second backoff factor 01 func sleep sleep 00s 02s 04s retries never longer attr retry backoff max default backoff disabled set 0 param bool raise redirect whether number redirects exhausted raise maxretryerror return response response code 3xx range param bool raise status similar meaning raise redirect whether raise exception return response status fall status forcelist range retries exhausted param tuple history history request encountered call meth retry increment list order request occurred list item class class requesthistory param bool respect retry header whether respect retry header status code defined attr retry retry status code param iterable remove header redirect sequence header remove request response indicating redirect returned firing redirected request
751,ReverseGenericManyToOneDescriptor,Summary,3,0,accessor related object manager one many relation created genericrelation example class post model comment genericrelation comment post comment reversegenericmanytoonedescriptor instance
1140,RichPromptDisplayHook,Summary,3,0,subclass base display hook using coloured prompt
5507,SGD,Summary,3,0,implement stochastic gradient descent optionally momentum nesterov momentum based formula importance initialization momentum deep learning args params iterable iterable parameter optimize dicts defining parameter group lr float learning rate momentum float optional momentum factor default 0 weight decay float optional weight decay l2 penalty default 0 dampening float optional dampening momentum default 0 nesterov bool optional enables nesterov momentum default false example optimizer torch optim sgd model parameter lr 01 momentum 09 optimizer zero grad loss fn model input target backward optimizer step
2234,SQLTable,Summary,3,0,mapping panda table sql table us fact table reflected sqlalchemy better type conversion also hold various flag needed avoid pas function time
2230,SQLiteTable,Summary,3,0,patch sqltable fallback support instead table variable use create table statement
3982,SafeFileCache,Summary,3,0,file based cache safe use even target directory may accessible writable
763,SameAsLookup,Expand,1,0,operator operator test actual geometric equality two feature b feature vertex vertex operator return true
763,SameAsLookup,Summary,3,0,operator operator test actual geometric equality two feature b feature vertex vertex operator return true
3986,SchemaValidatorMixin,Summary,3,0,validator mixin provides mechanic validate schema passed cerberus validator
2210,SelectNSeries,Summary,3,0,implement n largest smallest series parameter obj series n int keep first last default first return nordered series
778,Serializer,Summary,3,0,convert queryset json
3990,Session,Summary,3,0,request session provides cookie persistence connection pooling configuration basic usage import request request session get http httpbin org get response 200 context manager request session get http httpbin org get response 200
780,SessionStorage,Summary,3,0,store message session django contrib session
782,SessionStore,Expand,1,1,database session store handle updating account id column inside custom session model
782,SessionStore,Summary,3,0,database session store handle updating account id column inside custom session model
2224,SetopCheck,DevelopmentNotes,0,0,called decorate set operation intervalindex perform type check advance
2224,SetopCheck,Summary,3,0,called decorate set operation intervalindex perform type check advance
5559,SharedCache,Summary,3,0,dictionary multiprocessing handle storageweakref
787,SimpleView,Summary,3,0,simple view docstring
4012,SkipTo,Summary,3,0,token skipping undefined text matched expression found parameter expr target expression marking end data skipped include default false true target expression also parsed skipped text target expression returned 2 element list ignore default none used define grammar typically quoted string comment might contain false match target expression failon default none define expression allowed included skipped test found target expression found skipto match example report severity description day open 101 critical intermittent system crash 6 94 cosmetic spelling error login log n 14 integer word nums sep suppress use skipto simply match everything next sep ignore quoted string character inside quoted string match parse action call token strip matched token ie description body string data skipto sep ignore quotedstring string data setparseaction tokenmap str strip ticket expr integer issue num sep string data sev sep string data desc sep integer day open print tkt dump print 101 critical intermittent system crash 6 day open 6 desc intermittent system crash issue num 101 sev critical 94 cosmetic spelling error login log n 14 day open 14 desc spelling error login log n issue num 94 sev cosmetic day open 47 issue num 79 sev minor
789,SpatialRefSysMixin,DevelopmentNotes,0,1,spatialrefsysmixin class used database dependent spatialrefsys object reduce redundant code
789,SpatialRefSysMixin,Summary,3,1,spatialrefsysmixin class used database dependent spatialrefsys object reduce redundant code
795,SplitHiddenDateTimeWidget,Summary,3,0,widget split datetime input two input type hidden input
5563,StackTransform,Summary,3,0,transform functor applies sequence transforms tseq component wise submatrix dim way compatible func torch stack example x torch stack torch range 1 10 torch range 1 10 dim 1 stacktransform exptransform identity transform dim 1 x
5561,StackedLSTMWithDropout,Summary,3,1,necessary iterating self layer dropout support
797,StaticFilesHandler,Parameters,2,0,wsgi middleware intercept call static file directory defined static url setting serf file
797,StaticFilesHandler,Summary,3,1,wsgi middleware intercept call static file directory defined static url setting serf file
1476,StorageBackedLongs,Summary,3,0,combine storagebackeddata pack unpacklonglist pack save set ints storage sbl x01 x00 x00 x00 x00 x00 x00 x00 sbl storagebackedlongs storage sbl 1 sbl true sbl append 2 sbl save unpacklonglist storage sbl 1 2 true
2245,StringArray,Summary,3,1,extension array string data warning stringarray considered experimental part api may change without warning parameter value array like array data warning currently expects object dtype ndarray element python string may copy bool default false attribute none method none string method available series backed stringarray note stringarray return booleanarray comparison method example pd array text none data dtype string stringarray text na data value traceback recent call last comparison method return class panda booleanarray pd array none c dtype string booleanarray true na false
2322,StringMethods,Summary,3,0,vectorized string function series index na stay na unless handled otherwise particular method patterned python string method inspiration r stringr package example str split str replace
1142,Struct,Expand,1,1,dict subclass attribute style access dict subclass extra feature attribute style access protection class member like key item using attribute style access ability restrict assignment existing key intelligent merging overloaded operator
1142,Struct,Summary,3,0,dict subclass attribute style access dict subclass extra feature attribute style access protection class member like key item using attribute style access ability restrict assignment existing key intelligent merging overloaded operator
5577,Subset,Summary,3,0,subset dataset specified index argument dataset dataset whole dataset index sequence index whole set selected subset
808,SuccessMessageMixin,Summary,3,0,add success message successful form submission
1158,TBTools,Summary,3,0,basic tool used traceback printer class
4106,TarFile,Summary,3,1,tarfile class provides interface tar archive
5585,Task,Summary,3,0,task composed execution step zero output task executed context taskgroup turn run session task output fetched session end run example net builder import ops node trainer task name task num instance 2 ops task init globl ops const 0 ops task instance init local ops const 0 ops loop 100 ops copy globl local ops task instance exit ops add globl local globl ops task exit ops mul globl globl globl task create 2 instance run parallel instance copy local globl 100 time add local globl mul execute instance task finished
5630,TaskOutput,Summary,3,0,represents output task
810,TemplateDoesNotExist,Summary,3,0,exception used template exist optional argument backend tried formatted list tuples containing origin status origin origin object duck type status string reason template found chain list intermediate templatedoesnotexist exception used encapsulate multiple exception loading template multiple engine
1160,TermColors,Summary,3,0,color escape sequence class defines escape sequence standard ansi color terminal also defines nocolor escape null string suitable defining dummy color scheme terminal get confused color escape class used mixin building color scheme
2338,TermValue,Summary,3,1,hold term value use construct condition filter
5635,TestBuiltins,Summary,3,1,test torchscript support python builtin function
2340,TestDatetimelikeSubtype,Summary,3,0,test specific intervalindex datetime like subtype
2342,TestFromArrays,Summary,3,0,test specific intervalindex array
2344,TestFromTuples,Summary,3,0,test specific intervalindex tuples
840,TestImageFieldFile,Summary,3,0,custom field file class record whether underlying file opened
2346,TestPeriodIndexSeriesComparisonConsistency,Summary,3,0,test periodindex period series ops consistency
5637,TestQuantizedLinear,Summary,3,1,test correctness quantized linear linear relu op
844,TestRouter,Expand,1,1,route database model name start
2349,TestSorted,Summary,3,0,everything wanted test sorting
846,TestUtils,DevelopmentNotes,0,0,doc output required testing
5639,TestYellowFin,Summary,3,1,yellowfin automatic tuner momentum sgd
4108,Token,Summary,3,0,token class
4110,TokenStreamIterator,Summary,3,1,iterator tokenstreams iterate stream eof token reached
5644,TransformerEncoderLayer,DevelopmentNotes,0,0,ashish vaswani noam shazeer niki parmar jakob uszkoreit llion jones aidan n gomez lukasz kaiser illia polosukhin 2017 attention need advance neural information processing system page 6000 6010 user may modify implement different way application args model number expected feature input required nhead number head multiheadattention model required dim feedforward dimension feedforward network model default 2048 dropout dropout value default 01 activation activation function intermediate layer relu gelu default relu example encoder layer nn transformerencoderlayer model 512 nhead 8 src torch rand 10 32 512 encoder layer src
4116,TreeBuilder,Summary,3,1,base treebuilder implementation documentclass class use bottommost node document elementclass class use html element commentclass class use comment doctypeclass class use doctypes
4126,Trie,Summary,3,0,abstract base class try
4128,UndefinedEnvironmentName,Summary,3,1,name attempted used exist inside environment
